id,site_eui
75757,101.99351066307028
75758,85.25680416610507
75759,137.60638048607302
75760,106.85931546841448
75761,105.91140458114208
75762,112.62997716502022
75763,112.37351307884782
75764,100.51320383415012
75765,78.30735717522865
75766,122.80480687855538
75767,96.02002771048211
75768,80.7725688515423
75769,78.7931607413964
75770,58.289025154419434
75771,53.54035271712604
75772,71.5172628989813
75773,74.47789538758192
75774,58.70535258412249
75775,86.62102493479867
75776,82.85124398137727
75777,61.58429624396804
75778,99.2600550996094
75779,84.77112983721459
75780,86.58397771181002
75781,83.99316809608861
75782,84.35774296688531
75783,90.13769256730814
75784,49.1747635422908
75785,60.703978807554925
75786,88.53196631543851
75787,62.60631908613938
75788,79.35172815997338
75789,87.00911340281294
75790,120.99408141497355
75791,55.69703515861751
75792,73.62179661241997
75793,68.78638194922291
75794,89.19351547121994
75795,66.29344754758893
75796,75.39401723613018
75797,72.63583946994102
75798,109.41017034617448
75799,92.25422818943022
75800,55.22142069165017
75801,98.32965612241564
75802,78.18114579988138
75803,75.71874733668938
75804,84.41059039721303
75805,79.29107471262324
75806,87.80206401277087
75807,55.51760463174977
75808,83.58314337502057
75809,48.35502926359573
75810,56.49620342910674
75811,90.4762378028189
75812,86.21595311108841
75813,101.04359831830095
75814,100.62637866344264
75815,119.89262484930606
75816,117.46331851874324
75817,54.022733086998386
75818,99.21560679301925
75819,106.93311163869129
75820,115.10173261297469
75821,72.66988425106747
75822,61.71488490371101
75823,63.3533091341395
75824,42.22384618917359
75825,98.5886869804951
75826,78.71391901249426
75827,81.25833807666613
75828,80.72299415229973
75829,80.11670633076417
75830,79.68936068256431
75831,80.94383932060612
75832,81.46652961535655
75833,84.01677329251717
75834,83.07959668540053
75835,85.84298680333077
75836,82.05940697248998
75837,79.57499094566417
75838,80.50994430121622
75839,80.89093189274622
75840,80.1883392647403
75841,79.87480434235836
75842,81.11470260157317
75843,78.87662633184028
75844,86.5580041045249
75845,127.73000478735091
75846,80.61255223441559
75847,81.68884952420422
75848,83.7590727452862
75849,79.82459231849268
75850,79.8853844632668
75851,78.96489814926778
75852,80.67720343016683
75853,79.8395991259309
75854,79.96411066708126
75855,80.87918895315619
75856,80.99962540074903
75857,89.42934747715213
75858,84.99502886419656
75859,79.67632972859974
75860,81.0910950907621
75861,80.0216817128549
75862,63.40490352970894
75863,81.23177317111687
75864,45.05913599075511
75865,92.12726989860441
75866,57.6819642071424
75867,46.83452300022305
75868,49.03283521028801
75869,48.68751321496122
75870,130.18219943073385
75871,77.31570520110095
75872,114.99232932713898
75873,122.27506025451581
75874,89.9005797335197
75875,121.41091943935585
75876,82.64463867765433
75877,80.9219096341092
75878,83.21525047604815
75879,82.3184534781958
75880,105.06171963855049
75881,86.24949987428458
75882,111.54611660140472
75883,139.69757467379227
75884,90.77912760442794
75885,132.34418981404033
75886,43.98788742694277
75887,46.36543076856413
75888,80.3172424933383
75889,44.28863283261329
75890,75.28172614828982
75891,94.27265385819426
75892,58.58179044402097
75893,71.43073777946061
75894,54.70802320659776
75895,99.97756688907239
75896,121.8200770592194
75897,61.79437577548902
75898,98.02178013022328
75899,82.43349200967636
75900,88.50165968847604
75901,56.758454322066385
75902,62.788697852045935
75903,71.08776793955023
75904,68.48058776200118
75905,129.45921772272877
75906,45.60370044389645
75907,98.12287615230983
75908,47.48792513236075
75909,46.83331163747965
75910,122.87084949442774
75911,90.1061314809637
75912,62.937349855637336
75913,56.30622088839924
75914,86.88595836310147
