id,site_eui
75757,276.69744555524323
75758,232.20926557940746
75759,325.65977367591665
75760,251.6639148950431
75761,283.4640754731206
75762,266.67840018053727
75763,252.32768596995575
75764,301.0062609394096
75765,176.42439763800934
75766,337.4634997223146
75767,245.58419008291767
75768,162.2935108537468
75769,220.32984653595696
75770,241.78612629433113
75771,157.21621865930302
75772,234.28566066929702
75773,222.61307230746317
75774,212.78215205090257
75775,311.5367361065412
75776,274.5018251874577
75777,249.5560323499337
75778,294.63607802986746
75779,290.9056582162199
75780,295.67270966349236
75781,265.76481646556897
75782,238.12091373865286
75783,285.91516513091
75784,125.14017042049483
75785,194.2671307979037
75786,300.23712270549095
75787,252.32523845601293
75788,262.189735842136
75789,303.8769963631314
75790,330.73853750579656
75791,197.92331268861508
75792,249.13816246409556
75793,233.85593920596077
75794,276.51896225156685
75795,236.87896830817755
75796,274.5895173787299
75797,241.74448136482948
75798,283.2929135778296
75799,269.30220407288687
75800,201.43494858088673
75801,259.16680004653955
75802,235.9846776117151
75803,219.25012153070892
75804,227.0184664624718
75805,217.3250194738956
75806,254.9199325282331
75807,129.86569345222543
75808,240.67327434953447
75809,129.23942874783975
75810,168.01517922576556
75811,307.8097279026585
75812,163.77312745089222
75813,326.46663590445496
75814,290.73877937074326
75815,321.58529772571507
75816,369.31360502439617
75817,146.4933614515926
75818,301.3136449852752
75819,315.2856834804279
75820,275.57692088215333
75821,194.29553430801155
75822,232.25792372929283
75823,234.10538183053768
75824,116.60124467695275
75825,276.9389532669999
75826,287.8373667990179
75827,55.06993647697757
75828,47.16897279035615
75829,64.89844991008049
75830,108.25746697714197
75831,91.36743806575456
75832,64.3568542385157
75833,82.8003253626681
75834,90.87237104094594
75835,159.37305287941868
75836,57.07181158563745
75837,68.8954939902616
75838,67.94434269859467
75839,57.57845748256981
75840,84.61981697891687
75841,432.88464694378393
75842,123.52553871647109
75843,88.26058249095854
75844,101.4139989233385
75845,108.43299340533582
75846,79.91179927378113
75847,91.15237851532908
75848,53.18526881676475
75849,73.94625658904536
75850,130.67002276056755
75851,100.90437110182378
75852,56.03691202703935
75853,116.36339139514321
75854,139.00227072045521
75855,62.61952307757868
75856,64.06241954772753
75857,59.90612955080825
75858,61.506923402934945
75859,116.2091357971425
75860,62.63458820558674
75861,93.4442213581849
75862,18.341410969231163
75863,22.359588871039904
75864,18.250543465555623
75865,38.690068985546745
75866,62.27493627851412
75867,18.034355368889223
75868,21.107630424274674
