id,site_eui
75757,241.90748752701472
75758,247.46413834157775
75759,234.1944321769318
75760,260.60558258950255
75761,237.68187905090716
75762,269.5192832340507
75763,247.436373692193
75764,273.755456249693
75765,162.3085193521498
75766,319.4904928303795
75767,231.25283875880785
75768,195.2419346290858
75769,156.9019764626845
75770,185.3533891662576
75771,120.7381492652643
75772,208.5902836783406
75773,212.1274859663877
75774,199.46604710841075
75775,283.9635099800803
75776,242.80388817708544
75777,207.03213819311634
75778,280.88202521906913
75779,267.2505322239547
75780,283.4374603359212
75781,236.1683734089699
75782,232.01885016609802
75783,248.01710279746413
75784,99.4853440168512
75785,170.1806766777171
75786,285.74288188578464
75787,209.83440288520757
75788,230.4296834723671
75789,254.1295876169261
75790,312.07819411096784
75791,155.2029131621569
75792,204.02117646943265
75793,201.74505220290524
75794,238.8454565905851
75795,212.75930122666264
75796,235.69484343843834
75797,221.2384095578323
75798,273.4349366627834
75799,270.7732891973934
75800,215.2702619395904
75801,247.08045564892214
75802,255.91998652280822
75803,238.96078834984513
75804,235.45557680242646
75805,115.85798027624779
75806,267.9098747482798
75807,128.80706226287765
75808,207.34922929601527
75809,146.95850930886786
75810,136.3819142142307
75811,274.82252336565796
75812,181.52374137883544
75813,265.6518627788206
75814,258.0319602739998
75815,278.6948119915728
75816,309.28299419986973
75817,147.53478780971074
75818,314.75111668118154
75819,300.12773333001394
75820,316.3987183064138
75821,183.76848053060323
75822,220.45437443063577
75823,226.45647712612936
75824,115.31653333586429
75825,246.2757331003356
75826,294.1592699671402
75827,51.330995879566224
75828,37.47738717892025
75829,70.9258192464269
75830,69.67587915529964
75831,92.9860708862831
75832,98.28598572872124
75833,77.21626170796527
75834,86.79627561440427
75835,103.59783940352322
75836,49.453721528469636
75837,76.59775429244812
75838,41.52194366512592
75839,51.04385876434783
75840,105.93620252744365
75841,241.06511271464421
75842,179.81090163059486
75843,41.78656286069149
75844,87.14656881833331
75845,109.04509143245116
75846,92.86919480475002
75847,96.1631170575142
75848,39.263039484936776
75849,65.13711522960297
75850,246.77822200963197
75851,88.37567898638963
75852,88.76720636796088
75853,131.61396869257283
75854,185.2939671630991
75855,45.278638970108226
75856,33.76379327992606
75857,51.984589468544115
75858,37.38251583959631
75859,164.64946309701998
75860,56.98124200126732
75861,62.78863570046603
75862,17.606002490303638
75863,30.61463405508608
75864,22.362793383921613
75865,18.845509543585656
75866,40.822299639966666
75867,30.020798196374855
75868,21.25029686207988
75869,11.66976400043093
75870,58.67204487407824
75871,35.65742171412694
75872,58.821961934906724
75873,61.23949754591125
75874,83.00113263400046
75875,64.28773796444034
75876,56.641841777556394
75877,71.92973591724784
75878,40.900571782558515
75879,67.89326019380962
75880,83.02966325215219
75881,81.32690134622193
75882,70.20804251604413
75883,118.9741288771574
75884,82.68786895594327
75885,88.87944666151782
75886,5.86911850627385
75887,27.990651171363794
